b'http://images2.chictopia.com/photos/braNYaudreY/8593275033/black-h-m-dress-black-h-m-shirt-black-reserved-socks-gold-h-m-pants_400.jpg',2018-04-02,b'braNYaudreY',b'Elegant;Dinner Party;spring;',b'More pictures of this look you can find on my blog: http://branasdivineworld.com/ ',b'black:H&M dress;'
b'http://images2.chictopia.com/photos/elizabethkeene/8139473492/red-nordstrom-boots-black-sweater-dress-free-people-dress_400.jpg',2018-01-29,b'elizabethkeene',b'Chic;Other;Summer;',"b'There are few trends sassier than over the knee boots. Sure, they can be toned down in a more subtle hue, but in a fiery shade of red, they just about scream ""not afraid to take fashion risks."" I\'d say that\'s partially true. While I do love to take risks occasionally with my outfits I also feel that the best outfits are balanced. Since I knew these boots were going to be sassy and sexy, I styled the top half of my outfit in a more toned down, preppy, girl-next-door sort of way. And this was the perfect color combination for the holiday season.'",b'red:Nordstrom boots;'
b'http://images0.chictopia.com/photos/themoptop/6408672881/brown-free-people-boots-brown-urban-outfitters-coat-sky-blue-levis-jeans_400.jpg',2018-01-02,b'themoptop',b'Classic;Everyday;Summer;',"b""I have been loving teddy coats lately! They're so stylish and warm! Since it's been so cold in Portland, they've been my go to for this season. More on my blog!""",b'brown:free people boots;'
b'http://images2.chictopia.com/photos/districtofchic/9196127270/black-patent-leather-mango-boots-black-winter-coat-marc-new-york-coat_400.jpg',2017-12-29,b'districtofchic',b'Chic;Work;winter;',b'More on District of Chic...',b'black:Mango boots;'
b'http://images2.chictopia.com/photos/braNYaudreY/5400902656/reserved-jeans-light-pink-reserved-sweater-white-reserved-shirt_400.jpg',2017-10-20,b'braNYaudreY',b'Classic;Everyday;fall;',b'More pictures of this look you can find on my blog: http://branasdivineworld.com/ ',b':reserved jeans;'
b'http://images2.chictopia.com/photos/Sissy/4362409808/zara-shirt-mango-pants_400.jpg',2017-12-11,b'Sissy',b'Casual;Everyday;fall;',b'live these colours matching with fall days!!!',b':Zara shirt;'
b'http://images2.chictopia.com/photos/themoptop/3390879001/ivory-reformation-shirt-tawny-side-party-skirt_400.jpg',2017-10-03,b'themoptop',b'Casual;Everyday;Summer;',"b""This was one of those outfits that I shot over the summer but I wanted to save it until fall becuase the colors are so perfect for the season! Plus it's still warm in other parts of the world too!\xc2\xa0""",b'ivory:Reformation shirt;'
b'http://images2.chictopia.com/photos/VictoriaB/6481010191/periwinkle-jeans-jeans-pink-cotton-yoins-shirt-cream-asos-bag_400.jpg',2017-09-29,b'VictoriaB',b'Natural;Walking The Dog;fall;',b'See ny last summer look from the beautiful Holland Park\xc2\xa0HERE',b'periwinkle:Jeans jeans;'
b'http://images2.chictopia.com/photos/paxie_aiza/7090969556/dark-green-zalora-shoes-black-mossimo-jacket-black-giordano-shirt_400.jpg',2017-08-01,b'paxie_aiza',b'Urban;Everyday;fall;',"b""Love this King of Pup (get it? King of Pop? Hehe) shirt from Giordano's Pets Rock collection!:) Wore it with a long jacket because it's typhoon season again here in Manila. Keep safe everyone! :)""",b'dark green:Zalora shoes;'
b'http://images0.chictopia.com/photos/braNYaudreY/6903805126/light-brown-bata-shoes-light-blue-oviesse-shirt-orange-zara-scarf_400.jpg',2017-07-23,b'braNYaudreY',b'Casual;Shopping;spring;',b'More pictures of this look you can find on my blog: http://branasdivineworld.com/',b'light brown:Bata shoes;'
b'http://images0.chictopia.com/photos/LeFashionMonster/11036203139/red-zara-shirt-white-adidas-sneakers_400.jpg',2017-07-14,b'LeFashionMonster',b'80s;Everyday;summer;',"b'My look for sighseeting in Trier, Germany. Learn about the city and see more pics of this outfit and where to find the pieces :) www.lefashionmonster.com'",b'red:Zara shirt;'
b'http://images0.chictopia.com/photos/micchie/11232694331/aranka-shirt-cameo-skirt_400.jpg',2017-05-28,b'micchie',b'Trendy;Casual Party;summer;',b'wearing this suoer cute shirt from a local brand and paired it with skirt by cameo.\xc2\xa0',b':Aranka shirt;'
